route_long_name,route_short_name,agency_id,route_type,route_id
,AIR_CPH_MAN,1,1100,27
,AIR_CPH_MUC,1,1100,eg
,AIR_CPH_ORY,1,1100,k0
,AIR_CPH_OSL,1,1100,kk
,AIR_CPH_PMI,1,1100,22
,AIR_CPH_PRG,1,1100,dn
,AIR_CPH_STN,1,1100,bn
,AIR_CPH_TXL,1,1100,1m
,AIR_CPH_VIE,1,1100,i6
,AIR_CPH_ZRH,1,1100,d2
,AIR_DUB_AGP,1,1100,ah
,AIR_DUB_ALC,1,1100,by
,AIR_DUB_AMS,1,1100,f9
,AIR_DUB_ARN,1,1100,7c
,AIR_DUB_ATH,1,1100,dq
,AIR_DUB_BCN,1,1100,ci
,AIR_DUB_BRU,1,1100,iw
,AIR_DUB_CDG,1,1100,68
,AIR_DUB_CPH,1,1100,gw
,AIR_DUB_DUS,1,1100,iu
,AIR_DUB_FCO,1,1100,ai
,AIR_DUB_FRA,1,1100,5g
,AIR_DUB_HAM,1,1100,4a
,AIR_DUB_LGW,1,1100,ev
,AIR_DUB_LHR,1,1100,bw
,AIR_DUB_LIS,1,1100,co
,AIR_DUB_LPA,1,1100,ga
,AIR_DUB_MAD,1,1100,7d
,AIR_DUB_MAN,1,1100,be
,AIR_DUB_MUC,1,1100,2j
,AIR_DUB_OSL,1,1100,2x
,AIR_DUB_PMI,1,1100,o
,AIR_DUB_PRG,1,1100,h6
,AIR_DUB_STN,1,1100,9j
,AIR_DUB_TFS,1,1100,gx
,AIR_DUB_VIE,1,1100,5
,AIR_DUB_ZRH,1,1100,dr
,AIR_DUS_AGP,1,1100,9n
,AIR_DUS_ALC,1,1100,dg
,AIR_DUS_AMS,1,1100,ib
,AIR_DUS_ARN,1,1100,aw
,AIR_DUS_ATH,1,1100,hc
,AIR_DUS_BCN,1,1100,2f
,AIR_DUS_CDG,1,1100,9
,AIR_DUS_CPH,1,1100,az
,AIR_DUS_DUB,1,1100,el
,AIR_DUS_FCO,1,1100,cz
,AIR_DUS_FRA,1,1100,9c
,AIR_DUS_HAM,1,1100,3c
,AIR_DUS_LGW,1,1100,at
,AIR_DUS_LHR,1,1100,57
,AIR_DUS_LIS,1,1100,gf
,AIR_DUS_LPA,1,1100,c8
,AIR_DUS_MAD,1,1100,em
,AIR_DUS_MAN,1,1100,4l
,AIR_DUS_MUC,1,1100,9e
,AIR_DUS_OSL,1,1100,1r
,AIR_DUS_PMI,1,1100,ao
,AIR_DUS_PRG,1,1100,c7
,AIR_DUS_STN,1,1100,1n
,AIR_DUS_TFS,1,1100,35
,AIR_DUS_TXL,1,1100,2z
,AIR_DUS_VIE,1,1100,ip
,AIR_DUS_ZRH,1,1100,4f
,AIR_FCO_AGP,1,1100,3i
,AIR_FCO_ALC,1,1100,ju
,AIR_FCO_AMS,1,1100,e8
,AIR_FCO_ARN,1,1100,k1
,AIR_FCO_ATH,1,1100,j
,AIR_FCO_BCN,1,1100,c5
,AIR_FCO_BRU,1,1100,jl
,AIR_FCO_CDG,1,1100,e
,AIR_FCO_CPH,1,1100,a2
,AIR_FCO_DUB,1,1100,bz
,AIR_FCO_DUS,1,1100,j6
,AIR_FCO_FRA,1,1100,74
,AIR_FCO_HAM,1,1100,bo
,AIR_FCO_LGW,1,1100,25
,AIR_FCO_LHR,1,1100,r
,AIR_FCO_LIS,1,1100,24
,AIR_FCO_MAD,1,1100,g5
,AIR_FCO_MAN,1,1100,5u
,AIR_FCO_MUC,1,1100,9a
,AIR_FCO_ORY,1,1100,6n
,AIR_FCO_OSL,1,1100,7y
,AIR_FCO_PRG,1,1100,83
,AIR_FCO_TXL,1,1100,1l
,AIR_FCO_VIE,1,1100,k6
,AIR_FCO_ZRH,1,1100,5b
,AIR_FRA_AGP,1,1100,bb
,AIR_FRA_ALC,1,1100,45
,AIR_FRA_AMS,1,1100,jd
,AIR_FRA_ARN,1,1100,je
,AIR_FRA_ATH,1,1100,jb
,AIR_FRA_BCN,1,1100,de
,AIR_FRA_BRU,1,1100,v
,AIR_FRA_CDG,1,1100,bh
,AIR_FRA_CPH,1,1100,fe
,AIR_FRA_DUB,1,1100,7r
,AIR_FRA_DUS,1,1100,6
,AIR_FRA_FCO,1,1100,gj
,AIR_FRA_HAM,1,1100,aa
,AIR_FRA_LHR,1,1100,7v
,AIR_FRA_LIS,1,1100,i1
,AIR_FRA_LPA,1,1100,9i
,AIR_FRA_MAD,1,1100,gi
,AIR_FRA_MAN,1,1100,d9
,AIR_FRA_MUC,1,1100,2l
,AIR_FRA_OSL,1,1100,w
,AIR_FRA_PMI,1,1100,98
,AIR_FRA_PRG,1,1100,5n
,AIR_FRA_TFS,1,1100,8p
,AIR_FRA_TXL,1,1100,j7
,AIR_FRA_VIE,1,1100,46
,AIR_FRA_ZRH,1,1100,8r
,AIR_HAM_AGP,1,1100,iv
,AIR_HAM_ALC,1,1100,l
,AIR_HAM_AMS,1,1100,ka
,AIR_HAM_ARN,1,1100,2t
,AIR_HAM_ATH,1,1100,3k
,AIR_HAM_BCN,1,1100,16
,AIR_HAM_BRU,1,1100,88
,AIR_HAM_CDG,1,1100,bp
,AIR_HAM_CPH,1,1100,2e
,AIR_HAM_DUB,1,1100,a5
,AIR_HAM_DUS,1,1100,5y
,AIR_HAM_FCO,1,1100,bg
,AIR_HAM_FRA,1,1100,18
,AIR_HAM_LGW,1,1100,1g
,AIR_HAM_LHR,1,1100,7k
,AIR_HAM_LIS,1,1100,7
,AIR_HAM_LPA,1,1100,8n
,AIR_HAM_MAD,1,1100,if
,AIR_HAM_MAN,1,1100,2n
,AIR_HAM_MUC,1,1100,kf
,AIR_HAM_OSL,1,1100,ia
,AIR_HAM_PMI,1,1100,e2
,AIR_HAM_PRG,1,1100,ja
,AIR_HAM_TFS,1,1100,b0
,AIR_HAM_VIE,1,1100,81
,AIR_HAM_ZRH,1,1100,iy
,AIR_LGW_AGP,1,1100,kl
,AIR_LGW_ALC,1,1100,2v
,AIR_LGW_AMS,1,1100,fl
,AIR_LGW_ARN,1,1100,4y
,AIR_LGW_ATH,1,1100,id
,AIR_LGW_BCN,1,1100,dc
,AIR_LGW_BRU,1,1100,ez
,AIR_LGW_CDG,1,1100,hi
,AIR_LGW_CPH,1,1100,8x
,AIR_LGW_DUB,1,1100,7n
,AIR_LGW_DUS,1,1100,6v
,AIR_LGW_FCO,1,1100,4s
,AIR_LGW_HAM,1,1100,1v
,AIR_LGW_LIS,1,1100,4q
,AIR_LGW_LPA,1,1100,4n
,AIR_LGW_MAD,1,1100,6q
,AIR_LGW_MUC,1,1100,j2
,AIR_LGW_OSL,1,1100,is
,AIR_LGW_PMI,1,1100,kn
,AIR_LGW_PRG,1,1100,d3
,AIR_LGW_TFS,1,1100,bs
,AIR_LGW_VIE,1,1100,64
,AIR_LGW_ZRH,1,1100,jx
,AIR_LHR_AGP,1,1100,d4
,AIR_LHR_AMS,1,1100,hq
,AIR_LHR_ARN,1,1100,io
,AIR_LHR_ATH,1,1100,6r
,AIR_LHR_BCN,1,1100,gg
,AIR_LHR_BRU,1,1100,e4
,AIR_LHR_CDG,1,1100,es
,AIR_LHR_CPH,1,1100,ig
,AIR_LHR_DUB,1,1100,jr
,AIR_LHR_DUS,1,1100,e5
,AIR_LHR_FCO,1,1100,ay
,AIR_LHR_FRA,1,1100,a9
,AIR_LHR_HAM,1,1100,9m
,AIR_LHR_LIS,1,1100,28
,AIR_LHR_MAD,1,1100,f0
,AIR_LHR_MAN,1,1100,ke
,AIR_LHR_MUC,1,1100,29
,AIR_LHR_ORY,1,1100,99
,AIR_LHR_OSL,1,1100,fc
,AIR_LHR_PMI,1,1100,9b
,AIR_LHR_PRG,1,1100,fu
,AIR_LHR_TXL,1,1100,ed
,AIR_LHR_VIE,1,1100,76
,AIR_LHR_ZRH,1,1100,34
,AIR_LIS_AGP,1,1100,b3
,AIR_LIS_AMS,1,1100,54
,AIR_LIS_ARN,1,1100,50
,AIR_LIS_BCN,1,1100,4c
,AIR_LIS_BRU,1,1100,2h
,AIR_LIS_CDG,1,1100,j8
,AIR_LIS_CPH,1,1100,9o
,AIR_LIS_DUB,1,1100,2k
,AIR_LIS_DUS,1,1100,c
,AIR_LIS_FCO,1,1100,1q
,AIR_LIS_FRA,1,1100,3w
,AIR_LIS_HAM,1,1100,jw
,AIR_LIS_LGW,1,1100,k5
,AIR_LIS_LHR,1,1100,cr
,AIR_LIS_LPA,1,1100,fi
,AIR_LIS_MAD,1,1100,ec
,AIR_LIS_MAN,1,1100,2r
,AIR_LIS_MUC,1,1100,ab
,AIR_LIS_ORY,1,1100,ks
,AIR_LIS_OSL,1,1100,dx
,AIR_LIS_PRG,1,1100,6k
,AIR_LIS_STN,1,1100,df
,AIR_LIS_VIE,1,1100,i
,AIR_LIS_ZRH,1,1100,4w
,AIR_LPA_AGP,1,1100,dj
,AIR_LPA_ALC,1,1100,fa
,AIR_LPA_AMS,1,1100,ix
,AIR_LPA_ARN,1,1100,39
,AIR_LPA_BCN,1,1100,fy
,AIR_LPA_BRU,1,1100,h9
,AIR_LPA_CDG,1,1100,f4
,AIR_LPA_CPH,1,1100,4
,AIR_LPA_DUB,1,1100,8b
,AIR_LPA_DUS,1,1100,77
,AIR_LPA_FRA,1,1100,b1
,AIR_LPA_HAM,1,1100,hy
,AIR_LPA_LGW,1,1100,hv
,AIR_LPA_LIS,1,1100,63
,AIR_LPA_MAD,1,1100,1a
,AIR_LPA_MAN,1,1100,fh
,AIR_LPA_MUC,1,1100,fv
,AIR_LPA_ORY,1,1100,3r
,AIR_LPA_OSL,1,1100,f
,AIR_LPA_PRG,1,1100,i8
,AIR_LPA_STN,1,1100,eb
,AIR_LPA_TFS,1,1100,4e
,AIR_LPA_TXL,1,1100,c4
,AIR_LPA_VIE,1,1100,j4
,AIR_LPA_ZRH,1,1100,3n
,AIR_MAD_AGP,1,1100,a7
,AIR_MAD_ALC,1,1100,5l
,AIR_MAD_AMS,1,1100,4o
,AIR_MAD_ARN,1,1100,7j
,AIR_MAD_ATH,1,1100,c3
,AIR_MAD_BCN,1,1100,8z
,AIR_MAD_BRU,1,1100,t
,AIR_MAD_CDG,1,1100,2a
,AIR_MAD_CPH,1,1100,bi
,AIR_MAD_DUB,1,1100,9p
,AIR_MAD_DUS,1,1100,41
,AIR_MAD_FCO,1,1100,1b
,AIR_MAD_FRA,1,1100,9f
,AIR_MAD_HAM,1,1100,in
,AIR_MAD_LGW,1,1100,bf
,AIR_MAD_LHR,1,1100,cm
,AIR_MAD_LIS,1,1100,7f
,AIR_MAD_LPA,1,1100,u
,AIR_MAD_MAN,1,1100,fz
,AIR_MAD_MUC,1,1100,e0
,AIR_MAD_ORY,1,1100,h1
,AIR_MAD_PMI,1,1100,cs
,AIR_MAD_PRG,1,1100,4i
,AIR_MAD_STN,1,1100,32
,AIR_MAD_TFS,1,1100,8s
,AIR_MAD_TXL,1,1100,a0
,AIR_MAD_VIE,1,1100,9g
,AIR_MAD_ZRH,1,1100,fd
,AIR_MAN_AGP,1,1100,ic
,AIR_MAN_ALC,1,1100,h
,AIR_MAN_AMS,1,1100,g0
,AIR_MAN_ARN,1,1100,cn
,AIR_MAN_ATH,1,1100,js
,AIR_MAN_BCN,1,1100,2y
,AIR_MAN_BRU,1,1100,am
,AIR_MAN_CDG,1,1100,8g
,AIR_MAN_CPH,1,1100,i4
,AIR_MAN_DUB,1,1100,90
,AIR_MAN_DUS,1,1100,ct
,AIR_MAN_FCO,1,1100,hg
,AIR_MAN_FRA,1,1100,j1
,AIR_MAN_HAM,1,1100,g1
,AIR_MAN_LHR,1,1100,gh
,AIR_MAN_LIS,1,1100,gp
,AIR_MAN_LPA,1,1100,a6
,AIR_MAN_MAD,1,1100,h3
,AIR_MAN_MUC,1,1100,9q
,AIR_MAN_OSL,1,1100,3l
,AIR_MAN_PMI,1,1100,b2
,AIR_MAN_PRG,1,1100,k3
,AIR_MAN_TFS,1,1100,dh
,AIR_MAN_VIE,1,1100,hm
,AIR_MAN_ZRH,1,1100,7g
,AIR_MUC_AGP,1,1100,et
,AIR_MUC_ALC,1,1100,s
,AIR_MUC_AMS,1,1100,94
,AIR_MUC_ARN,1,1100,jt
,AIR_MUC_ATH,1,1100,kc
,AIR_MUC_BCN,1,1100,gq
,AIR_MUC_BRU,1,1100,1y
,AIR_MUC_CDG,1,1100,fr
,AIR_MUC_CPH,1,1100,6j
,AIR_MUC_DUB,1,1100,92
,AIR_MUC_DUS,1,1100,kj
,AIR_MUC_FCO,1,1100,b6
,AIR_MUC_FRA,1,1100,78
,AIR_MUC_HAM,1,1100,k7
,AIR_MUC_LGW,1,1100,j3
,AIR_MUC_LHR,1,1100,2u
,AIR_MUC_LIS,1,1100,80
,AIR_MUC_LPA,1,1100,3g
,AIR_MUC_MAD,1,1100,9t
,AIR_MUC_MAN,1,1100,ac
,AIR_MUC_OSL,1,1100,dy
,AIR_MUC_PMI,1,1100,jq
,AIR_MUC_PRG,1,1100,14
,AIR_MUC_STN,1,1100,fb
,AIR_MUC_TFS,1,1100,7l
,AIR_MUC_TXL,1,1100,8o
,AIR_MUC_VIE,1,1100,30
,AIR_MUC_ZRH,1,1100,er
,AIR_ORY_AGP,1,1100,gc
,AIR_ORY_ALC,1,1100,dk
,AIR_ORY_ARN,1,1100,6a
,AIR_ORY_ATH,1,1100,b
,AIR_ORY_BCN,1,1100,jh
,AIR_ORY_CPH,1,1100,8q
,AIR_ORY_FCO,1,1100,hb
,AIR_ORY_LHR,1,1100,9u
,AIR_ORY_LIS,1,1100,9l
,AIR_ORY_LPA,1,1100,il
,AIR_ORY_MAD,1,1100,m
,AIR_ORY_OSL,1,1100,75
,AIR_ORY_PMI,1,1100,8v
,AIR_ORY_PRG,1,1100,19
,AIR_ORY_TFS,1,1100,jv
,AIR_ORY_TXL,1,1100,5e
,AIR_OSL_AGP,1,1100,6b
,AIR_OSL_ALC,1,1100,af
,AIR_OSL_AMS,1,1100,ag
,AIR_OSL_ARN,1,1100,jo
,AIR_OSL_ATH,1,1100,bx
,AIR_OSL_BCN,1,1100,g8
,AIR_OSL_BRU,1,1100,ei
,AIR_OSL_CDG,1,1100,br
,AIR_OSL_CPH,1,1100,60
,AIR_OSL_DUB,1,1100,a3
,AIR_OSL_DUS,1,1100,8
,AIR_OSL_FCO,1,1100,a4
,AIR_OSL_FRA,1,1100,3q
,AIR_OSL_HAM,1,1100,6d
,AIR_OSL_LGW,1,1100,8y
,AIR_OSL_LHR,1,1100,6w
,AIR_OSL_LIS,1,1100,5s
,AIR_OSL_LPA,1,1100,ik
,AIR_OSL_MAN,1,1100,he
,AIR_OSL_MUC,1,1100,9w
,AIR_OSL_ORY,1,1100,5p
,AIR_OSL_PMI,1,1100,6f
,AIR_OSL_PRG,1,1100,dz
,AIR_OSL_TFS,1,1100,gs
,AIR_OSL_TXL,1,1100,47
,AIR_OSL_VIE,1,1100,g
,AIR_OSL_ZRH,1,1100,8i
,AIR_PMI_AGP,1,1100,e1
,AIR_PMI_ALC,1,1100,g7
,AIR_PMI_AMS,1,1100,3y
,AIR_PMI_ARN,1,1100,hk
,AIR_PMI_BCN,1,1100,6s
,AIR_PMI_BRU,1,1100,cp
,AIR_PMI_CPH,1,1100,a1
,AIR_PMI_DUB,1,1100,kp
,AIR_PMI_DUS,1,1100,71
,AIR_PMI_FRA,1,1100,ht
,AIR_PMI_HAM,1,1100,kb
,AIR_PMI_LGW,1,1100,2c
,AIR_PMI_LHR,1,1100,hj
,AIR_PMI_MAD,1,1100,3j
,AIR_PMI_MAN,1,1100,4m
,AIR_PMI_MUC,1,1100,5m
,AIR_PMI_ORY,1,1100,8w
,AIR_PMI_OSL,1,1100,85
,AIR_PMI_PRG,1,1100,70
,AIR_PMI_STN,1,1100,c0
,AIR_PMI_TXL,1,1100,g2
,AIR_PMI_VIE,1,1100,d5
,AIR_PMI_ZRH,1,1100,ap
,AIR_PRG_AGP,1,1100,c1
,AIR_PRG_AMS,1,1100,al
,AIR_PRG_ARN,1,1100,7z
,AIR_PRG_ATH,1,1100,7u
,AIR_PRG_BCN,1,1100,ee
,AIR_PRG_BRU,1,1100,ft
,AIR_PRG_CDG,1,1100,4v
,AIR_PRG_CPH,1,1100,g9
,AIR_PRG_DUB,1,1100,hw
,AIR_PRG_DUS,1,1100,do
,AIR_PRG_FCO,1,1100,jm
,AIR_PRG_FRA,1,1100,h7
,AIR_PRG_HAM,1,1100,8l
,AIR_PRG_LGW,1,1100,it
,AIR_PRG_LHR,1,1100,21
,AIR_PRG_LIS,1,1100,2m
,AIR_PRG_LPA,1,1100,ko
,AIR_PRG_MAD,1,1100,ef
,AIR_PRG_MAN,1,1100,1j
,AIR_PRG_MUC,1,1100,5j
,AIR_PRG_ORY,1,1100,bm
,AIR_PRG_OSL,1,1100,d1
,AIR_PRG_PMI,1,1100,9y
,AIR_PRG_STN,1,1100,5q
,AIR_PRG_TFS,1,1100,as
,AIR_PRG_TXL,1,1100,eh
,AIR_PRG_VIE,1,1100,im
,AIR_PRG_ZRH,1,1100,4d
,AIR_STN_AGP,1,1100,bk
,AIR_STN_ALC,1,1100,p
,AIR_STN_AMS,1,1100,ie
,AIR_STN_ATH,1,1100,5t
,AIR_STN_BCN,1,1100,8c
,AIR_STN_CPH,1,1100,gu
,AIR_STN_DUB,1,1100,61
,AIR_STN_DUS,1,1100,dv
,AIR_STN_LIS,1,1100,cj
,AIR_STN_LPA,1,1100,g6
,AIR_STN_MAD,1,1100,7e
,AIR_STN_MUC,1,1100,an
,AIR_STN_PMI,1,1100,4h
,AIR_STN_PRG,1,1100,gt
,AIR_STN_TFS,1,1100,9k
,AIR_TFS_ALC,1,1100,7o
,AIR_TFS_AMS,1,1100,gm
,AIR_TFS_BCN,1,1100,1f
,AIR_TFS_BRU,1,1100,9x
,AIR_TFS_CDG,1,1100,ej
,AIR_TFS_DUB,1,1100,f2
,AIR_TFS_DUS,1,1100,db
,AIR_TFS_FCO,1,1100,6x
,AIR_TFS_FRA,1,1100,84
,AIR_TFS_HAM,1,1100,d6
,AIR_TFS_LGW,1,1100,26
,AIR_TFS_LPA,1,1100,ds
,AIR_TFS_MAD,1,1100,10
,AIR_TFS_MAN,1,1100,b9
,AIR_TFS_MUC,1,1100,dm
,AIR_TFS_ORY,1,1100,12
,AIR_TFS_OSL,1,1100,f8
,AIR_TFS_PRG,1,1100,95
,AIR_TFS_STN,1,1100,3x
,AIR_TFS_TXL,1,1100,fp
